61
-3.000, 395.000, 1.000, 0.000, 1.000, 0.000
-2.900, 349.292, 1.000, 1.000, 0.000, 0.000
-2.800, 307.782, 1.000, 1.000, 0.000, 0.000
-2.700, 270.196, 1.000, 1.000, 0.000, 0.000
-2.600, 236.270, 1.000, 1.000, 0.000, 0.000
-2.500, 205.750, 1.000, 1.000, 0.000, 0.000
-2.400, 178.390, 1.000, 1.000, 0.000, 0.000
-2.300, 153.956, 1.000, 1.000, 0.000, 0.000
-2.200, 132.222, 1.000, 1.000, 0.000, 0.000
-2.100, 112.972, 1.000, 1.000, 0.000, 0.000
-2.000, 96.000, 1.000, 1.000, 0.000, 0.000
-1.900, 81.108, 1.000, 1.000, 0.000, 0.000
-1.800, 68.110, 1.000, 1.000, 0.000, 0.000
-1.700, 56.828, 1.000, 1.000, 0.000, 0.000
-1.600, 47.094, 1.000, 1.000, 0.000, 0.000
-1.500, 38.750, 1.000, 1.000, 0.000, 0.000
-1.400, 31.646, 1.000, 1.000, 0.000, 0.000
-1.300, 25.644, 1.000, 1.000, 0.000, 0.000
-1.200, 20.614, 1.000, 1.000, 0.000, 0.000
-1.100, 16.436, 1.000, 1.000, 0.000, 0.000
-1.000, 13.000, 1.000, 1.000, 0.000, 0.000
-0.900, 10.204, 1.000, 1.000, 0.000, 0.000
-0.800, 7.958, 1.000, 1.000, 0.000, 0.000
-0.700, 6.180, 1.000, 1.000, 0.000, 0.000
-0.600, 4.798, 1.000, 1.000, 0.000, 0.000
-0.500, 3.750, 1.000, 1.000, 0.000, 0.000
-0.400, 2.982, 1.000, 1.000, 0.000, 0.000
-0.300, 2.452, 1.000, 1.000, 0.000, 0.000
-0.200, 2.126, 1.000, 1.000, 0.000, 0.000
-0.100, 1.980, 1.000, 1.000, 0.000, 0.000
0.000, 2.000, 1.000, 0.000, 1.000, 0.000
0.100, 2.180, 1.000, 0.000, 1.000, 0.000
0.200, 2.526, 1.000, 0.000, 1.000, 0.000
0.300, 3.052, 1.000, 0.000, 1.000, 0.000
0.400, 3.782, 1.000, 0.000, 1.000, 0.000
0.500, 4.750, 1.000, 0.000, 1.000, 0.000
0.600, 5.998, 1.000, 0.000, 1.000, 0.000
0.700, 7.580, 1.000, 0.000, 1.000, 0.000
0.800, 9.558, 1.000, 0.000, 1.000, 0.000
0.900, 12.004, 1.000, 0.000, 1.000, 0.000
1.000, 15.000, 1.000, 0.000, 1.000, 0.000
1.100, 18.636, 1.000, 0.000, 1.000, 0.000
1.200, 23.014, 1.000, 0.000, 1.000, 0.000
1.300, 28.244, 1.000, 0.000, 1.000, 0.000
1.400, 34.446, 1.000, 0.000, 1.000, 0.000
1.500, 41.750, 1.000, 0.000, 1.000, 0.000
1.600, 50.294, 1.000, 0.000, 1.000, 0.000
1.700, 60.228, 1.000, 0.000, 1.000, 0.000
1.800, 71.710, 1.000, 0.000, 1.000, 0.000
1.900, 84.908, 1.000, 0.000, 1.000, 0.000
2.000, 100.000, 1.000, 0.000, 1.000, 0.000
2.100, 117.172, 1.000, 0.000, 1.000, 0.000
2.200, 136.622, 1.000, 0.000, 1.000, 0.000
2.300, 158.556, 1.000, 0.000, 1.000, 0.000
2.400, 183.190, 1.000, 0.000, 1.000, 0.000
2.500, 210.750, 1.000, 0.000, 1.000, 0.000
2.600, 241.470, 1.000, 0.000, 1.000, 0.000
2.700, 275.596, 1.000, 0.000, 1.000, 0.000
2.800, 313.382, 1.000, 0.000, 1.000, 0.000
2.900, 355.092, 1.000, 0.000, 1.000, 0.000
3.000, 401.000, 1.000, 0.000, 1.000, 0.000
